CustomerID,Frequency,Monetary,Recency
12490,10,22.114,4
12491,1,17.70769230769231,38
12492,2,13.160500000000003,62
12493,2,19.715454545454545,165
12494,7,16.183116883116885,15
12497,1,74.50714285714285,81
12498,3,17.55217391304348,20
12500,11,69.80032786885245,22
12501,1,14.559664429530201,336
12502,5,25.332448979591835,95
12504,2,53.5611111111111,17
12506,1,3.1956521739130435,232
12507,3,62.13380952380952,133
12508,2,5.851176470588236,25
12509,1,25.214285714285715,283
12510,2,29.774848484848484,142
12512,2,4.263870967741935,65
12513,1,17.494,112
12514,1,19.954509803921567,266
12515,1,23.98125,352
12516,2,50.46384615384615,77
12517,5,8.894623655913978,27
12518,5,16.58782258064516,0
12519,1,19.461176470588235,63
12520,5,17.330657894736845,78
12521,1,15.781052631578946,142
12522,2,16.06,38
12523,11,16.884622641509434,18
12524,8,31.150833333333335,8
12526,3,18.54450704225352,0
12527,3,19.37277777777778,81
12528,6,21.01608695652174,8
12530,4,25.186060606060607,59
12531,1,7.365882352941177,14
12532,1,21.864375000000003,29
12534,1,17.28857142857143,130
12535,2,21.069117647058825,91
12536,3,48.282873563218395,42
12538,1,17.33095238095238,28
12539,4,20.396886446886448,21
12540,17,28.03397489539749,19
12541,3,18.868846153846153,29
12544,1,19.61578947368421,35
12545,2,20.0078,74
12546,2,16.833333333333332,46
12547,2,25.974999999999998,197
12548,1,19.04,165
12550,1,16.92684210526316,78
12551,1,16.8,357
12552,2,21.891,38
12553,10,19.33130890052356,7
12556,2,5.038319327731092,49
12557,5,363.36242424242425,15
12558,1,24.54181818181818,7
12559,2,26.74809523809524,310
12560,3,20.323904761904764,4
12561,1,14.928125,302
12562,7,22.510357142857146,7
12564,1,21.757142857142856,260
12565,1,16.21333333333333,288
12566,1,18.507894736842104,85
12567,10,21.079103139013455,22
12569,32,21.939840425531912,1
12571,2,15.28264705882353,39
12572,2,17.006999999999998,8
12573,1,5.733571428571429,226
12574,1,19.85909090909091,315
12576,5,14.952613636363635,35
12577,3,4.291780821917809,34
12578,2,24.51324561403509,20
12579,1,15.18689655172414,77
12580,1,17.320833333333333,246
12581,1,13.180666666666667,39
12582,2,23.243636363636366,238
12583,15,29.47927125506073,2
12584,9,24.355729166666666,3
12585,2,23.44942528735632,233
12586,1,17.903636363636366,16
12587,1,36.0,7
12588,1,21.49,38
12589,2,18.47657142857143,28
12590,2,145.06264705882353,210
12591,1,17.41730769230769,316
12592,2,24.311111111111114,91
12593,3,19.909523809523808,108
12594,10,28.290000000000003,37
12596,2,22.898888888888887,50
12597,4,18.50106796116505,18
12598,8,22.902121212121212,9
12599,7,16.654516129032256,28
12600,10,40.61,28
12601,5,20.609285714285715,189
12602,1,12.76,58
12603,1,369.59999999999997,21
12604,2,15.88625,78
12607,1,15.63871287128713,59
12609,3,18.78083333333333,77
12610,5,19.80698113207547,22
12611,1,18.35876923076923,51
12612,1,37.054736842105264,73
12613,5,21.858692810457516,56
12614,1,15.780000000000001,277
12615,4,21.820857142857143,1
12616,2,22.290625,94
12617,1,8.609268292682927,28
12618,1,16.11909090909091,21
12619,9,40.45822222222222,15
12620,3,14.558804347826088,14
12621,20,29.31406852248394,1
12622,1,16.37272727272727,231
12623,1,16.950000000000003,275
12624,2,16.87184210526316,105
12625,2,31.207209302325584,211
12626,9,22.51863945578231,22
12627,7,19.47186956521739,10
12628,3,19.181951219512197,3
12630,2,19.8575,9
12631,1,20.661290322580644,56
12633,4,21.425544554455445,58
12635,2,16.724554455445546,89
12637,8,15.714397905759162,66
12638,1,17.222820512820515,32
12639,1,22.095454545454547,238
12640,3,22.16188679245283,23
12641,1,18.59,114
12642,3,21.558723404255318,24
12643,6,139.35999999999999,127
12644,1,15.416451612903227,129
12645,4,24.31753424657534,33
12646,2,29.932666666666666,4
12647,12,30.76710743801653,21
12648,1,15.145238095238096,154
12649,3,20.113225806451613,106
12650,1,15.722,2
12651,1,12.666666666666666,334
12652,1,19.16625,330
12653,2,51.391860465116274,148
12654,5,15.841578947368422,10
12656,5,32.152142857142856,16
12657,4,34.961276595744685,10
12658,1,19.056944444444444,18
12659,1,18.336000000000002,29
12660,1,18.853846153846153,10
12662,11,16.73817391304348,0
12664,9,131.94270270270272,7
12665,1,21.0,324
12667,1,18.791818181818183,57
12668,4,23.64689440993789,11
12669,3,27.168613861386135,150
12670,5,32.56576086956522,9
12672,1,22.589999999999996,329
12673,2,14.536190476190475,4
12674,4,23.742168674698792,38
12676,6,29.586444444444446,24
12678,12,106.83915151515151,41
12679,4,23.187916666666666,58
12680,4,16.592499999999998,0
12681,22,21.610564263322885,14
12682,31,23.434770992366413,3
12683,15,24.641191860465117,3
12684,7,21.748857142857144,7
12685,6,18.236178343949042,27
12686,1,12.734285714285715,371
12688,1,28.501812865497072,113
12689,2,17.327916666666667,25
12690,1,24.313125,205
12691,6,32.36875,27
12693,4,21.946410256410257,126
12694,2,23.504594594594593,69
12695,4,21.55925925925926,6
12697,3,23.355853658536585,28
12700,4,18.432798507462685,7
12701,2,15.051132075471699,79
12702,1,18.25,19
12703,1,13.502380952380953,70
12704,8,26.600454545454546,6
12705,9,20.56374251497006,14
12707,1,18.285454545454545,291
12708,10,17.27968152866242,29
12709,15,46.891400966183575,14
12710,3,14.922337662337663,96
12712,13,33.053609022556394,28
12713,1,22.330263157894734,0
12714,5,18.18092664092664,8
12715,1,17.168,105
12716,2,15.267971014492753,3
12717,2,18.74509090909091,150
12718,1,12.539473684210526,70
12719,2,16.53717948717949,4
12720,25,16.332570621468925,2
12721,6,16.497701863354038,31
12722,4,18.82320754716981,84
12723,5,10.508260869565218,3
12724,4,19.460566037735852,4
12725,1,17.825,370
12726,7,21.041129032258063,27
12727,7,28.638129496402875,10
12728,4,18.18108695652174,70
12729,1,17.423461538461538,113
12731,12,68.96317518248175,23
12732,1,19.688333333333336,179
12733,1,17.452272727272728,233
12734,1,27.599999999999998,352
12735,2,18.12953488372093,314
12736,1,58.5,332
12738,1,14.122727272727273,371
12739,2,26.658947368421053,77
12740,1,15.837037037037037,63
12743,2,4.123129770992366,133
12744,7,95.85265765765766,51
12747,11,40.737961165048546,1
12748,209,7.491656844968269,0
12749,5,20.55718592964824,3
12750,1,18.392,128
12752,1,82.3920754716981,80
12753,6,108.77862944162436,22
12754,3,47.78952380952381,235
12755,2,952.9875,280
12756,1,28.019999999999996,86
12757,13,21.52376373626374,15
12758,2,28.779278350515465,116
12759,3,16.12042105263158,51
12762,2,27.51478260869565,7
12763,2,27.448888888888888,137
12764,1,37.64177777777778,316
12766,7,22.547193548387096,3
12769,1,35.7375,238
12770,1,112.62083333333334,210
12772,1,16.226727272727274,59
12775,5,21.00060606060606,16
12778,6,16.4446,19
12779,8,26.72053691275168,37
12781,2,33.0696,63
12782,5,22.630291262135923,4
12783,6,26.49892857142857,1
12784,2,9.347719298245613,8
12785,1,22.282142857142855,363
12787,3,23.183,9
12789,1,22.9625,64
12790,1,15.472380952380954,191
12791,1,96.30000000000001,373
12792,1,16.0216,256
12793,2,22.728333333333335,334
12794,2,19.12022222222222,52
12795,1,30.74857142857143,18
12797,1,19.540769230769232,365
12798,3,872.13,9
12802,1,17.1032,186
12808,3,17.273214285714285,36
12809,1,19.572400000000002,177
12811,3,16.608064516129033,260
12812,1,15.309333333333335,44
12814,1,62.96,101
12815,2,22.6268085106383,147
12816,2,19.731034482758623,95
12817,1,41.51,280
12818,1,110.14857142857143,261
12820,4,15.97186440677966,2
12821,1,15.453333333333333,213
12822,2,20.62782608695652,70
12823,5,351.9,74
12824,1,15.8848,59
12826,7,16.205714285714286,2
12827,3,17.206000000000003,5
12828,6,18.19125,2
12829,2,26.636363636363637,336
12830,6,179.33263157894737,37
12831,1,23.894444444444446,261
12832,2,14.186296296296295,31
12833,1,17.390833333333333,144
12834,1,17.354444444444443,282
12836,4,15.002068965517243,58
12837,1,11.174999999999999,172
12838,2,5.599583333333333,33
12839,14,17.80707006369427,2
12840,4,24.13070796460177,143
12841,25,9.641497584541062,4
12842,2,32.9114705882353,69
12843,8,16.526796116504855,65
12844,2,6.268461538461539,28
12845,4,13.114444444444443,266
12847,1,10.043333333333333,21
12849,2,21.047708333333333,30
12851,1,2.8044680851063832,96
12852,1,18.326470588235296,294
12853,6,25.09102564102564,134
12854,3,12.075688073394495,78
12855,1,12.700000000000001,372
12856,6,6.98,7
12857,2,24.05217391304348,210
12863,1,104.24000000000001,51
12864,1,49.04,137
12865,2,16.507684210526318,25
12866,1,21.504615384615384,282
12867,7,7.50812734082397,25
12868,6,15.0192523364486,185
12871,2,34.60363636363636,83
12872,2,9.090454545454547,326
12873,1,93.5,281
12875,2,171.61500000000004,142
12876,2,26.09435294117647,57
12877,12,9.972532467532467,3
12878,2,18.191276595744682,235
12879,3,57.322,44
12881,1,42.57142857142857,275
12882,2,112.54153846153847,8
12883,4,16.749285714285715,24
12884,1,44.15,87
12885,3,16.552394366197184,62
12886,2,16.809756097560978,67
12888,2,70.824,213
12890,1,4.768607594936708,23
12891,3,110.33333333333333,185
12893,1,5.695161290322581,30
12895,2,16.945454545454545,41
12897,2,54.125,204
12901,28,152.19431034482758,8
12902,1,13.868,264
12904,2,6.986760563380281,17
12906,5,46.34619047619047,11
12908,2,375.0,175
12909,5,23.941428571428574,39
12910,8,41.00053333333333,22
12912,5,69.2625,2
12913,5,49.6726,4
12915,2,16.529545454545453,148
12916,4,28.59174757281553,138
12917,1,297.0,127
12919,6,26.7038,7
12920,1,6.028888888888889,16
12921,37,23.037625,8
12922,1,14.477857142857143,160
12923,1,6.172142857142857,63
12924,4,31.123333333333335,87
12925,2,15.423333333333332,4
12928,5,24.555952380952384,34
12929,1,14.73125,311
12930,2,16.632,77
12931,15,512.8775609756098,21
12933,3,5.7314150943396225,23
12935,7,16.749612403100773,1
12936,4,17.15967741935484,16
12937,4,12.535583333333333,14
12938,1,12.682222222222222,25
12939,8,246.42127659574467,63
12940,2,9.371770833333334,54
12942,3,9.651428571428571,130
12944,2,20.150333333333332,35
12945,1,20.128260869565217,287
12947,6,16.535979381443298,143
12948,7,17.801293103448273,15
12949,8,19.382418604651164,30
12950,3,80.1304347826087,1
12951,6,16.89,8
12952,4,17.566962025316457,5
12953,1,19.40294117647059,9
12955,11,26.428666666666665,0
12956,1,5.687894736842105,305
12957,8,16.880420168067225,9
12962,2,16.649375,6
12963,8,19.54347368421053,7
12965,1,7.1278703703703705,88
12966,1,16.018,9
12967,2,87.41578947368421,357
12968,1,27.189999999999998,111
12970,4,3.1431782945736435,6
12971,86,36.68822950819672,3
12974,1,18.1,197
12976,1,33.57272727272727,211
12977,1,4.359999999999999,155
12980,9,368.745,157
12981,2,18.610999999999997,29
12982,1,13.947857142857144,242
12984,1,24.375,18
12985,2,16.30763157894737,0
12987,2,19.95357142857143,73
12988,1,6.094216867469879,291
12989,15,108.18921875000001,2
12990,3,31.5,30
12991,2,16.25032258064516,22
12993,4,15.361481481481482,22
12994,3,15.97409836065574,3
12995,1,70.44,84
12997,4,20.794745762711866,21
12999,3,16.28142857142857,195
13000,3,17.253225806451614,106
13001,13,29.038486646884277,3
13002,1,17.27857142857143,317
13003,3,24.84166666666667,105
13004,18,13.999777227722772,11
13005,2,19.75769230769231,173
13006,1,20.3925,55
13008,1,16.390714285714285,322
13011,1,16.85,371
13012,8,18.71409090909091,8
13013,13,21.967762557077627,0
13014,10,31.800733944954125,10
13015,5,19.08365714285714,52
13016,3,16.806170212765956,72
13017,1,204.0,6
13018,28,15.890174672489083,15
13021,9,19.97236641221374,3
13023,2,17.2475,63
13026,5,24.384,0
13027,6,265.84615384615387,113
13028,2,14.695999999999998,22
13029,3,124.75,30
13030,2,8.178695652173912,10
13032,2,14.227887323943662,51
13033,1,17.322727272727274,356
13034,2,17.372162162162162,54
13035,2,34.1437037037037,73
13037,3,18.355625,137
13038,3,32.445,79
13040,2,15.743953488372092,8
13043,1,39.72461538461538,272
13044,1,16.983939393939394,290
13045,1,16.96,98
13046,2,17.980285714285714,30
13047,10,18.822906976744186,31
13048,4,13.477111111111112,13
13049,2,46.90571428571429,63
13050,17,14.483523573200992,14
13052,1,19.34166666666667,211
13055,3,15.979078947368421,77
13058,3,33.925000000000004,24
13059,1,22.925,249
13060,1,20.502,253
13061,1,24.861,71
13062,1,31.543636363636367,190
13064,4,16.258676470588235,12
13065,1,14.704285714285716,372
13066,2,9.808333333333334,23
13067,1,7.697333333333334,81
13068,2,172.0,9
13069,24,10.451509433962263,0
13070,1,25.422222222222224,191
13072,1,25.307142857142857,266
13075,1,41.80045454545455,129
13077,4,6.558738738738739,0
13078,26,35.27357541899441,2
13079,5,36.68333333333334,3
13080,1,9.68,178
13081,11,27.67322265625,11
13082,9,49.50178082191781,125
13083,2,16.875,3
13085,2,18.912727272727274,157
13089,97,32.393649393605294,2
13090,14,57.48916129032258,8
13091,1,16.467619047619046,27
13092,5,19.1132,70
13093,8,49.260817610062894,275
13094,12,80.305,20
13095,1,12.399999999999999,70
13097,10,14.259429928741094,32
13098,28,50.49377622377622,0
13099,1,207.35999999999999,98
13101,1,12.64875,233
13102,24,21.131875,0
13103,1,30.4925,39
13104,6,54.924,2
13106,1,76.5,132
13107,4,26.407241379310346,43
13108,1,35.006,372
13109,2,16.734893617021275,59
13110,7,10.266689655172414,30
13113,24,61.229800000000004,0
13115,4,19.12316666666667,11
13116,1,16.704666666666665,137
13117,8,12.959342105263158,21
13118,5,15.162151898734177,19
13120,1,30.599999999999998,238
13121,1,5.674600000000001,268
13122,2,16.77072727272727,93
13124,3,16.920405405405404,89
13126,8,14.997428571428571,4
13127,1,17.278000000000002,77
13130,1,32.0,93
13131,3,24.393181818181816,22
13132,1,25.766666666666666,261
13133,2,15.685714285714285,273
13134,4,18.301836734693875,85
13135,1,3096.0,196
13136,5,20.53236220472441,55
13137,8,5.244963609898107,10
13138,6,15.276031746031746,21
13139,7,29.79376470588235,15
13140,3,9.388222222222224,107
13141,5,17.694444444444443,84
13142,1,13.351739130434781,18
13144,1,36.983333333333334,332
13145,4,103.08666666666666,39
13146,1,13.465294117647058,25
13147,4,178.20000000000002,9
13148,12,11.805320512820513,28
13149,4,19.48906976744186,13
13151,1,16.998243243243245,295
13153,1,32.41466666666667,5
13155,4,11.432470588235294,32
13157,4,20.014022988505747,48
13158,4,15.203291139240505,94
13159,4,11.911249999999999,8
13160,1,22.95,21
13161,1,14.09375,312
13162,4,21.370759493670885,121
13165,2,24.32095238095238,45
13166,1,10.175609756097561,282
13167,4,12.174307692307693,18
13168,4,10.314206349206348,35
13169,2,54.83692307692308,63
13170,1,3.6270000000000002,26
13171,3,10.182826086956522,21
13173,2,8.224418604651163,3
13174,3,9.361160409556314,15
13176,1,7.186417910447761,45
13177,1,16.61470588235294,64
13178,11,21.60554716981132,25
13182,1,11.016363636363637,44
13183,9,42.10404255319149,7
13184,10,9.323743016759776,14
13185,1,71.4,267
13186,3,19.947974683544306,39
13187,1,6.378918918918919,336
13188,1,57.300000000000004,10
13189,2,8.988965517241379,18
13192,2,14.475238095238096,94
13193,1,4.4832,60
13194,1,20.233333333333334,135
13196,4,16.343454545454545,10
13198,6,15.049734513274338,9
13199,38,82.49680672268909,3
13200,4,18.915,18
13203,4,15.253684210526316,9
13207,2,31.282500000000002,14
13208,6,8.227364864864866,58
13209,8,18.35392523364486,29
13210,1,16.067272727272726,93
13211,3,19.916727272727275,9
13212,3,5.580354609929079,19
13213,5,16.895333333333333,56
13216,1,66.748,267
13217,3,133.495,121
13218,1,12.527999999999999,126
13220,4,39.01380952380953,77
13221,2,12.839545454545455,239
13223,2,32.64,199
13224,2,19.9625,59
13225,7,201.995,2
13226,1,6.7631250000000005,272
13227,1,28.633333333333333,201
13228,1,179.0,80
13229,1,16.095,225
13230,14,4.69442930153322,3
13232,7,6.575990099009901,12
13233,2,14.072558139534884,73
13235,1,17.77706896551724,211
13236,2,20.69027777777778,24
13238,4,22.604193548387098,16
13239,1,15.693333333333333,261
13240,4,9.905223880597015,95
13242,3,20.800000000000004,111
13243,1,10.265263157894736,202
13244,1,4.508888888888889,92
13245,1,26.90625,50
13246,6,14.422941176470587,17
13247,4,20.0448,17
13248,2,17.91076923076923,124
13249,3,30.93086956521739,91
13253,2,28.622222222222224,156
13255,2,30.73153846153846,8
13258,3,18.689722222222223,11
13259,1,3.4960493827160493,61
13260,1,69.7025,60
13261,2,104.9,268
13262,1,18.208181818181817,262
13263,35,4.46126574685063,0
13265,5,23.251777777777775,52
13266,12,20.504064171122995,10
13267,19,21.428862559241704,2
13268,11,7.331986143187067,17
13269,15,16.96279365079365,0
13270,1,590.0,365
13271,1,2.430919540229885,36
13272,2,18.437333333333335,30
13273,1,8.68625,112
13276,2,19.69766666666667,63
13277,4,32.3,15
13278,1,11.798478260869565,40
13279,1,15.305555555555555,77
13280,3,9.737317073170733,121
13282,3,30.59837837837838,17
13283,2,13.379999999999999,59
13284,1,15.476153846153846,330
13285,4,14.487272727272726,22
13291,1,8.597857142857142,155
13292,2,18.67548387096774,38
13294,2,16.18037037037037,189
13295,1,20.12,359
13296,1,17.48,136
13297,4,35.421186440677964,7
13298,1,180.0,0
13299,1,28.5,267
13300,1,18.5945,168
13301,4,7.630740740740741,103
13302,1,63.75,154
13304,1,14.305714285714286,350
13305,10,24.701975308641973,3
13307,1,15.0,119
13308,3,25.657592592592593,22
13309,5,13.614859813084111,6
13310,3,15.722638888888888,27
13311,2,23.02192307692308,3
13313,5,19.939999999999998,21
13314,3,12.515161290322581,1
13316,4,66.66197674418605,36
13317,6,18.336129032258064,65
13318,3,32.038,0
13319,26,22.784768907563027,4
13320,4,14.592380952380953,77
13321,2,51.57818181818182,71
13322,1,7.9792000000000005,16
13323,5,37.516666666666666,2
13324,10,94.95933333333333,35
13325,1,56.275,81
13327,8,33.59046296296296,38
13328,1,76.96941176470588,315
13329,2,46.411764705882355,31
13330,3,21.526981132075473,92
13332,1,16.70952380952381,13
13334,3,13.216301886792454,81
13336,1,15.590588235294117,76
13338,1,25.632631578947368,157
13339,1,15.928148148148148,200
13340,7,80.12298507462687,44
13341,1,18.472619047619048,260
13343,1,18.60157894736842,177
13344,3,21.6525,67
13345,1,19.475,287
13347,1,42.67,69
13348,1,16.697142857142858,63
13349,1,15.4575,10
13350,2,24.478,15
13351,1,23.37125,65
13352,1,16.5825,59
13354,1,14.579019607843136,70
13355,1,21.084375,121
13356,1,18.291428571428572,79
13357,1,6.847191011235955,256
13358,1,15.138965517241378,268
13359,1,19.11130434782609,63
13362,4,18.618915662650604,8
13363,2,16.541666666666668,17
13364,1,13.495999999999999,70
13365,2,17.385703125,33
13366,1,56.160000000000004,49
13368,2,21.49655172413793,256
13369,1,22.020000000000003,365
13370,1,19.355641025641027,371
13372,1,16.46260869565217,89
13373,3,20.963607594936708,60
13375,1,21.044594594594592,88
13376,3,19.240754716981133,98
13379,3,5.902680412371134,25
13381,6,21.15877906976744,31
13382,1,14.866000000000001,280
13384,7,27.315328947368425,30
13385,1,15.273428571428573,329
13388,2,19.345714285714287,130
13389,3,15.646274509803922,10
13390,1,41.8523076923077,74
13391,1,59.8,203
13394,8,16.258193548387098,1
13395,1,14.653333333333334,184
13396,2,31.65093023255814,28
13397,5,40.635000000000005,72
13398,1,17.59,191
13402,2,15.92897435897436,126
13403,1,25.0,17
13404,2,22.953636363636363,0
13405,3,21.201888888888888,73
13408,62,58.82225941422595,1
13410,5,35.82357142857143,23
13411,1,11.863888888888889,106
13414,3,57.9375,133
13416,2,37.5,43
13417,2,22.886785714285715,4
13418,18,20.156019736842108,11
13419,1,13.81625,63
13420,2,19.98125,149
13421,2,17.977549019607842,39
13422,1,20.67952755905512,63
13425,3,20.823205128205128,107
13426,10,23.193121019108283,0
13427,3,20.089655172413792,18
13428,1,2.8419718309859157,9
13429,4,15.02686567164179,10
13430,2,13.866326530612247,18
13431,2,27.589130434782607,66
13434,2,53.424,73
13435,7,37.72168316831684,4
13436,1,16.4075,1
13437,7,20.40754491017964,13
13439,1,5.253888888888889,254
13441,1,22.818461538461538,91
13447,3,19.137966101694918,22
13448,6,18.22005154639175,16
13449,1,15.362105263157895,23
13450,6,28.784788732394365,26
13451,5,6.693441108545034,25
13452,2,295.0,258
13453,2,20.998823529411762,165
13455,2,23.007391304347824,24
13456,6,28.043174603174602,17
13458,14,25.252801047120418,6
13460,2,10.790588235294118,28
13461,3,53.51851851851852,38
13462,1,16.833333333333332,252
13464,1,16.45560975609756,57
13466,1,18.11176470588235,183
13467,2,10.937857142857144,10
13468,37,18.89062913907285,1
13470,2,16.5,98
13471,4,9.84976377952756,0
13473,2,20.125714285714285,60
13474,1,3.658709677419355,235
13475,4,16.648604651162792,190
13476,2,21.352931034482758,178
13477,6,18.41240506329114,37
13479,2,20.063333333333333,200
13481,5,16.55559633027523,45
13482,1,16.785454545454545,231
13483,1,14.034,65
13484,1,39.225,240
13485,1,19.749565217391304,232
13486,3,16.2668115942029,77
13487,3,16.923529411764704,57
13488,13,21.25191943127962,16
13489,4,32.10857142857143,104
13491,10,14.137441860465115,51
13492,3,25.3968,135
13493,2,77.32875,274
13494,1,17.570000000000004,311
13495,5,42.60145833333333,7
13496,2,18.66657142857143,10
13497,2,18.318421052631578,282
13499,5,27.59785714285714,17
13500,3,17.950307692307693,22
13501,1,25.775384615384613,287
13502,3,16.22222222222222,16
13503,1,12.755882352941176,70
13504,1,13.451363636363636,63
13505,4,20.435488372093022,72
13506,2,17.635384615384616,315
13507,4,15.303456790123455,2
13508,1,9.2475,243
13509,7,22.266363636363636,8
13510,4,15.578782608695652,0
13512,1,16.747333333333334,260
13513,1,20.509999999999998,126
13514,1,38.050000000000004,73
13515,4,15.103728813559322,72
13516,3,31.5775,20
13517,3,15.09517730496454,59
13518,1,17.42111111111111,85
13519,1,15.34375,77
13520,6,38.97150537634408,58
13521,3,2.5639473684210525,0
13522,1,25.160000000000004,29
13523,5,23.051627906976744,32
13524,5,25.191851851851855,40
13525,2,104.79666666666667,14
13527,7,10.333456221198157,33
13529,2,20.517333333333333,78
13531,2,21.990909090909092,204
13532,1,3.1865151515151515,33
13533,3,3.5878666666666663,182
13534,25,19.83135135135135,1
13536,7,19.35050561797753,0
13538,7,51.233999999999995,42
13539,3,17.063243243243242,85
13544,2,3.539230769230769,39
13546,3,6.4029896907216495,11
13548,2,5.51349593495935,95
13549,7,18.00392156862745,25
13551,1,22.950000000000003,318
13552,12,34.31256880733945,65
13555,4,30.362074074074076,73
13557,2,17.178235294117645,27
13558,4,3.517869822485207,5
13560,1,5.3568750000000005,6
13561,1,10.132857142857143,215
13562,3,21.943048780487803,81
13563,2,15.867959183673468,83
13564,3,21.29222222222222,143
13565,2,6.321578947368421,18
13566,2,5.0700591715976335,40
13568,1,4.3500000000000005,172
13569,2,4.286329113924051,16
13570,1,8.870000000000001,242
13571,12,6.143941176470588,12
13572,1,41.946969696969695,205
13573,2,11.61,49
13575,5,15.914565217391303,22
13576,18,53.312222222222225,9
13577,4,20.33253012048193,24
13579,2,20.30608695652174,14
13581,1,11.8,308
13583,1,14.736415094339621,155
13584,1,5.933333333333334,306
13587,1,89.05,63
13588,9,14.246839080459768,15
13589,2,18.07857142857143,14
13590,6,22.780689655172413,10
13591,3,19.26086206896552,64
13592,4,15.497499999999999,35
13593,5,15.841574803149607,107
13594,1,15.268076923076924,52
13596,2,4.548698630136986,5
13598,1,4.572571428571428,46
13599,21,20.934634146341462,0
13600,1,11.553684210526317,311
13601,2,7.003232323232324,44
13602,1,18.647391304347824,64
13603,1,6.086666666666667,25
13606,3,6.91875,28
13607,1,6.964020618556701,39
13610,7,5.034093023255814,11
13611,3,16.033333333333335,88
13614,4,8.130564102564103,23
13615,1,18.160434782608696,318
13617,3,12.367727272727272,39
13618,1,13.641538461538461,173
13621,1,11.255263157894737,116
13623,5,9.33,30
13626,1,13.53842105263158,252
13627,5,17.80945652173913,58
13629,11,132.07389830508475,22
13630,7,28.61661971830986,4
13631,11,279.1290909090909,99
13632,5,14.613310344827585,24
13634,5,8.319139784946238,32
13635,1,17.274677419354838,67
13636,5,15.065396825396826,36
13637,3,8.124242424242423,51
13638,1,15.33,15
13639,1,25.833499999999997,73
13642,1,5.478596491228069,215
13643,3,18.551428571428573,30
13644,4,17.974383561643837,15
13645,1,50.42,119
13647,4,21.12974358974359,9
13649,2,15.069565217391306,256
13650,6,19.128541666666667,16
13651,2,15.700000000000001,34
13652,3,17.38222222222222,45
